id_avis,date,source,produit,texte,sentiment,note,langue,type_texte,est_vide,contient_url,contient_mention,contient_hashtag,contient_emoji,beaucoup_ponctuation,est_majuscules,repetition_caracteres,longueur,contient_chiffre,contient_caractere_special,contient_ponctuation_repetee,texte_clean,tokens,nombre_tokens,texte_final
AV0113,2026-07-05,réseaux_sociaux,Tablette TabPlus,Excellent rapport qualité-prix. 😊,positif,5,fr,texte normal,False,False,False,False,True,False,False,False,33,False,True,False,Excellent rapport qualité-prix. 😊,"['Excellent', 'rapport', 'qualité-prix', '.', '😊']",5,excellent rapport qualité-prix. 😊
AV0115,2026-01-14,réseaux_sociaux,SmartWatch Pro,"Très bonne expérience, simple et efficace.",positif,5,fr,texte normal,False,False,False,False,False,False,False,False,42,False,True,False,"Très bonne expérience, simple et efficace.","['Très', 'bonne', 'expérience', ',', 'simple', 'et', 'efficace', '.']",8,"très bonne expérience, simple et efficace."
AV0116,2026-01-27,web,Tablette TabPlus,La qualité est correcte sans être exceptionnelle. https://example.com/commande/116,neutre,3,fr,texte normal,False,True,False,False,False,False,False,False,82,True,True,False,La qualité est correcte sans être exceptionnelle.,"['La', 'qualité', 'est', 'correcte', 'sans', 'être', 'exceptionnelle', '.']",8,la qualité est correcte sans être exceptionnelle.
AV0118,2026-04-13,sav,SmartPhone X,LA BATTERIE SE DÉCHARGE BEAUCOUP TROP VITE.,negatif,2,fr,texte normal,False,False,False,False,False,False,True,False,43,False,True,False,LA BATTERIE SE DÉCHARGE BEAUCOUP TROP VITE.,"['LA', 'BATTERIE', 'SE', 'DÉCHARGE', 'BEAUCOUP', 'TROP', 'VITE', '.']",8,la batterie se décharge beaucoup trop vite.
AV0119,2026-07-27,réseaux_sociaux,SmartWatch Pro,Livraison rapide et produit conforme à mes attentes. !!!,positif,4,fr,texte normal,False,False,False,False,False,False,False,True,56,False,True,True,Livraison rapide et produit conforme à mes attentes. !!,"['Livraison', 'rapide', 'et', 'produit', 'conforme', 'à', 'mes', 'attentes', '.', '!', '!']",11,livraison rapide et produit conforme à mes attentes. !!
AV0120,2026-07-15,sav,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr,texte normal,False,False,False,False,False,False,False,False,48,False,True,False,"Très bon produit, la qualité est au rendez-vous.","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.']",10,"très bon produit, la qualité est au rendez-vous."
AV0121,2026-04-26,sav,SmartWatch Pro,"Produit parfait, rien à signaler. #avis",positif,5,fr,texte normal,False,False,False,True,False,False,False,False,39,False,True,False,"Produit parfait, rien à signaler. avis","['Produit', 'parfait', ',', 'rien', 'à', 'signaler', '.', 'avis']",8,"produit parfait, rien à signaler. avis"
AV0123,2026-03-03,mobile,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous. !!!",positif,5,fr,texte normal,False,False,False,False,False,False,False,True,52,False,True,True,"Très bon produit, la qualité est au rendez-vous. !!","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.', '!', '!']",12,"très bon produit, la qualité est au rendez-vous. !!"
AV0124,2026-06-26,réseaux_sociaux,Écouteurs AirSound,Service client réactif et commande reçue rapidement. https://example.com/commande/124,positif,4,fr,texte normal,False,True,False,False,False,False,False,False,85,True,True,False,Service client réactif et commande reçue rapidement.,"['Service', 'client', 'réactif', 'et', 'commande', 'reçue', 'rapidement', '.']",8,service client réactif et commande reçue rapidement.
AV0127,2026-01-19,web,SmartPhone Y,"Très bonne expérience, simple et efficace. !!!",positif,5,fr,texte normal,False,False,False,False,False,False,False,True,46,False,True,True,"Très bonne expérience, simple et efficace. !!","['Très', 'bonne', 'expérience', ',', 'simple', 'et', 'efficace', '.', '!', '!']",10,"très bonne expérience, simple et efficace. !!"
AV0128,2026-04-23,web,Écouteurs AirSound,La qualité est correcte sans être exceptionnelle. 😊,neutre,4,fr,texte normal,False,False,False,False,True,False,False,False,51,False,True,False,La qualité est correcte sans être exceptionnelle. 😊,"['La', 'qualité', 'est', 'correcte', 'sans', 'être', 'exceptionnelle', '.', '😊']",9,la qualité est correcte sans être exceptionnelle. 😊
AV0129,2026-05-09,réseaux_sociaux,Écouteurs AirSound,L'utilisation est assez simple. 😊,neutre,4,fr,texte normal,False,False,False,False,True,False,False,False,33,False,True,False,L'utilisation est assez simple. 😊,"[""L'utilisation"", 'est', 'assez', 'simple', '.', '😊']",6,l'utilisation est assez simple. 😊
AV0133,2026-04-15,email,SmartWatch Pro,@client L'utilisation est assez simple.,neutre,3,fr,texte normal,False,False,True,False,False,False,False,False,39,False,True,False,L'utilisation est assez simple.,"[""L'utilisation"", 'est', 'assez', 'simple', '.']",5,l'utilisation est assez simple.
AV0137,2026-02-18,réseaux_sociaux,SmartWatch Pro,Le service client n'a pas répondu à ma demande.,negatif,2,fr,texte normal,False,False,False,False,False,False,False,False,47,False,True,False,Le service client n'a pas répondu à ma demande.,"['Le', 'service', 'client', 'n', ""'"", 'a', 'pas', 'répondu', 'à', 'ma', 'demande', '.']",12,le service client n'a pas répondu à ma demande.
AV0139,2026-02-01,web,Ordinateur NovaBook,Excellent rapport qualité-prix. https://example.com/commande/139,positif,5,fr,texte normal,False,True,False,False,False,False,False,False,64,True,True,False,Excellent rapport qualité-prix.,"['Excellent', 'rapport', 'qualité-prix', '.']",4,excellent rapport qualité-prix.
AV0140,2026-05-22,web,Tablette TabPlus,Livraison rapide et produit conforme à mes attentes. 😊,positif,5,fr,texte normal,False,False,False,False,True,False,False,False,54,False,True,False,Livraison rapide et produit conforme à mes attentes. 😊,"['Livraison', 'rapide', 'et', 'produit', 'conforme', 'à', 'mes', 'attentes', '.', '😊']",10,livraison rapide et produit conforme à mes attentes. 😊
AV0141,2026-01-31,mobile,Écouteurs AirSound,"Très bon produit, la qualité est au rendez-vous. https://example.com/commande/141",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,81,True,True,False,"Très bon produit, la qualité est au rendez-vous.","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.']",10,"très bon produit, la qualité est au rendez-vous."
AV0142,2026-08-02,sav,Écouteurs AirSound,Le produit ne fonctionne déjà plus. #avis,negatif,2,fr,texte normal,False,False,False,True,False,False,False,False,41,False,True,False,Le produit ne fonctionne déjà plus. avis,"['Le', 'produit', 'ne', 'fonctionne', 'déjà', 'plus', '.', 'avis']",8,le produit ne fonctionne déjà plus. avis
AV0143,2026-08-24,réseaux_sociaux,Tablette TabPlus,Service  client  réactif  et  commande  reçue  rapidement.,positif,5,fr,texte normal,False,False,False,False,False,False,False,False,58,False,True,False,Service client réactif et commande reçue rapidement.,"['Service', 'client', 'réactif', 'et', 'commande', 'reçue', 'rapidement', '.']",8,service client réactif et commande reçue rapidement.
AV0146,2026-05-18,sav,SmartWatch Pro,Livraison rapide et produit conforme à mes attentes. https://example.com/commande/146,positif,5,fr,texte normal,False,True,False,False,False,False,False,False,85,True,True,False,Livraison rapide et produit conforme à mes attentes.,"['Livraison', 'rapide', 'et', 'produit', 'conforme', 'à', 'mes', 'attentes', '.']",9,livraison rapide et produit conforme à mes attentes.
AV0148,2026-01-12,email,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement. #avis",positif,5,fr,texte normal,False,False,False,True,False,False,False,False,59,False,True,False,"Je recommande vivement, tout fonctionne parfaitement. avis","['Je', 'recommande', 'vivement', ',', 'tout', 'fonctionne', 'parfaitement', '.', 'avis']",9,"je recommande vivement, tout fonctionne parfaitement. avis"
AV0150,2026-01-26,réseaux_sociaux,Écouteurs AirSound,"Très bon produit, je recommande.",positif,5,fr,texte normal,False,False,False,False,False,False,False,False,32,False,True,False,"Très bon produit, je recommande.","['Très', 'bon', 'produit', ',', 'je', 'recommande', '.']",7,"très bon produit, je recommande."
AV0152,2026-08-07,réseaux_sociaux,Écouteurs AirSound,"@client Très bon produit, la qualité est au rendez-vous.",positif,5,fr,texte normal,False,False,True,False,False,False,False,False,56,False,True,False,"Très bon produit, la qualité est au rendez-vous.","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.']",10,"très bon produit, la qualité est au rendez-vous."
AV0155,2026-06-27,email,SmartPhone X,L'utilisation est assez simple. !!!,neutre,3,fr,texte normal,False,False,False,False,False,False,False,True,35,False,True,True,L'utilisation est assez simple. !!,"[""L'utilisation"", 'est', 'assez', 'simple', '.', '!', '!']",7,l'utilisation est assez simple. !!
AV0160,2026-04-24,email,Tablette TabPlus,"PRODUIT REÇU ENDOMMAGÉ, JE SUIS MÉCONTENT.",negatif,2,fr,texte normal,False,False,False,False,False,False,True,False,42,False,True,False,"PRODUIT REÇU ENDOMMAGÉ, JE SUIS MÉCONTENT.","['PRODUIT', 'REÇU', 'ENDOMMAGÉ', ',', 'JE', 'SUIS', 'MÉCONTENT', '.']",8,"produit reçu endommagé, je suis mécontent."
AV0161,2026-08-05,email,SmartPhone Y,"Très bonne expérience, simple et efficace. https://example.com/commande/161",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,75,True,True,False,"Très bonne expérience, simple et efficace.","['Très', 'bonne', 'expérience', ',', 'simple', 'et', 'efficace', '.']",8,"très bonne expérience, simple et efficace."
AV0162,2026-04-08,réseaux_sociaux,SmartWatch Pro,La  batterie  se  décharge  beaucoup  trop  vite.,negatif,2,fr,texte normal,False,False,False,False,False,False,False,False,49,False,True,False,La batterie se décharge beaucoup trop vite.,"['La', 'batterie', 'se', 'décharge', 'beaucoup', 'trop', 'vite', '.']",8,la batterie se décharge beaucoup trop vite.
AV0164,2026-08-02,email,SmartPhone Y,Très déçu par ce produit. https://example.com/commande/164,negatif,2,fr,texte normal,False,True,False,False,False,False,False,False,58,True,True,False,Très déçu par ce produit.,"['Très', 'déçu', 'par', 'ce', 'produit', '.']",6,très déçu par ce produit.
AV0166,2026-06-10,web,Ordinateur NovaBook,La qualité est correcte sans être exceptionnelle. !!!,neutre,4,fr,texte normal,False,False,False,False,False,False,False,True,53,False,True,True,La qualité est correcte sans être exceptionnelle. !!,"['La', 'qualité', 'est', 'correcte', 'sans', 'être', 'exceptionnelle', '.', '!', '!']",10,la qualité est correcte sans être exceptionnelle. !!
AV0171,2026-08-05,réseaux_sociaux,SmartWatch Pro,La livraison a été très longue. #avis,negatif,1,fr,texte normal,False,False,False,True,False,False,False,False,37,False,True,False,La livraison a été très longue. avis,"['La', 'livraison', 'a', 'été', 'très', 'longue', '.', 'avis']",8,la livraison a été très longue. avis
AV0172,2026-05-18,web,Écouteurs AirSound,"Produit excellent, je suis très satisfait. 😊",positif,5,fr,texte normal,False,False,False,False,True,False,False,False,44,False,True,False,"Produit excellent, je suis très satisfait. 😊","['Produit', 'excellent', ',', 'je', 'suis', 'très', 'satisfait', '.', '😊']",9,"produit excellent, je suis très satisfait. 😊"
AV0174,2026-03-25,réseaux_sociaux,SmartPhone Y,Le produit correspond globalement à la description.,neutre,3,fr,texte normal,False,False,False,False,False,False,False,False,51,False,True,False,Le produit correspond globalement à la description.,"['Le', 'produit', 'correspond', 'globalement', 'à', 'la', 'description', '.']",8,le produit correspond globalement à la description.
AV0176,2026-01-25,mobile,Tablette TabPlus,QUALITÉ DÉCEVANTE POUR CE PRIX.,negatif,2,fr,texte normal,False,False,False,False,False,False,True,False,31,False,True,False,QUALITÉ DÉCEVANTE POUR CE PRIX.,"['QUALITÉ', 'DÉCEVANTE', 'POUR', 'CE', 'PRIX', '.']",6,qualité décevante pour ce prix.
AV0177,2026-04-18,réseaux_sociaux,Ordinateur NovaBook,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr,texte normal,False,False,False,False,False,False,False,False,55,False,True,False,La batterie tient vraiment bien et l'écran est superbe.,"['La', 'batterie', 'tient', 'vraiment', 'bien', 'et', ""l'écran"", 'est', 'superbe', '.']",10,la batterie tient vraiment bien et l'écran est superbe.
AV0178,2026-08-02,sav,Tablette TabPlus,LA QUALITÉ EST CORRECTE SANS ÊTRE EXCEPTIONNELLE.,neutre,3,fr,texte normal,False,False,False,False,False,False,True,False,49,False,True,False,LA QUALITÉ EST CORRECTE SANS ÊTRE EXCEPTIONNELLE.,"['LA', 'QUALITÉ', 'EST', 'CORRECTE', 'SANS', 'ÊTRE', 'EXCEPTIONNELLE', '.']",8,la qualité est correcte sans être exceptionnelle.
AV0179,2026-02-25,sav,Écouteurs AirSound,"@client Produit excellent, je suis très satisfait.",positif,5,fr,texte normal,False,False,True,False,False,False,False,False,50,False,True,False,"Produit excellent, je suis très satisfait.","['Produit', 'excellent', ',', 'je', 'suis', 'très', 'satisfait', '.']",8,"produit excellent, je suis très satisfait."
AV0180,2026-05-20,email,SmartPhone X,@client La batterie se décharge beaucoup trop vite.,negatif,2,fr,texte normal,False,False,True,False,False,False,False,False,51,False,True,False,La batterie se décharge beaucoup trop vite.,"['La', 'batterie', 'se', 'décharge', 'beaucoup', 'trop', 'vite', '.']",8,la batterie se décharge beaucoup trop vite.
AV0181,2026-01-24,mobile,Ordinateur NovaBook,"Très bon produit, la qualité est au rendez-vous. https://example.com/commande/181",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,81,True,True,False,"Très bon produit, la qualité est au rendez-vous.","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.']",10,"très bon produit, la qualité est au rendez-vous."
AV0186,2026-01-05,mobile,SmartWatch Pro,"@client Je viens de recevoir le produit, à voir dans le temps.",neutre,3,fr,texte normal,False,False,True,False,False,False,False,False,62,False,True,False,"Je viens de recevoir le produit, à voir dans le temps.","['Je', 'viens', 'de', 'recevoir', 'le', 'produit', ',', 'à', 'voir', 'dans', 'le', 'temps', '.']",13,"je viens de recevoir le produit, à voir dans le temps."
AV0187,2026-07-10,web,Écouteurs AirSound,"PRODUIT PARFAIT, RIEN À SIGNALER.",positif,5,fr,texte normal,False,False,False,False,False,False,True,False,33,False,True,False,"PRODUIT PARFAIT, RIEN À SIGNALER.","['PRODUIT', 'PARFAIT', ',', 'RIEN', 'À', 'SIGNALER', '.']",7,"produit parfait, rien à signaler."
AV0189,2026-06-14,web,SmartPhone X,Le produit ne fonctionne déjà plus. https://example.com/commande/189,negatif,1,fr,texte normal,False,True,False,False,False,False,False,False,68,True,True,False,Le produit ne fonctionne déjà plus.,"['Le', 'produit', 'ne', 'fonctionne', 'déjà', 'plus', '.']",7,le produit ne fonctionne déjà plus.
AV0190,2026-05-06,sav,SmartPhone X,LE SERVICE CLIENT N'A PAS RÉPONDU À MA DEMANDE.,negatif,2,fr,texte normal,False,False,False,False,False,False,True,False,47,False,True,False,LE SERVICE CLIENT N'A PAS RÉPONDU À MA DEMANDE.,"['LE', 'SERVICE', 'CLIENT', 'N', ""'"", 'A', 'PAS', 'RÉPONDU', 'À', 'MA', 'DEMANDE', '.']",12,le service client n'a pas répondu à ma demande.
AV0200,2026-08-05,web,SmartWatch Pro,Excellent  rapport  qualité-prix.,positif,5,fr,texte normal,False,False,False,False,False,False,False,False,33,False,True,False,Excellent rapport qualité-prix.,"['Excellent', 'rapport', 'qualité-prix', '.']",4,excellent rapport qualité-prix.
AV0203,2026-03-11,email,SmartWatch Pro,Le produit correspond globalement à la description. !!!,neutre,3,fr,texte normal,False,False,False,False,False,False,False,True,55,False,True,True,Le produit correspond globalement à la description. !!,"['Le', 'produit', 'correspond', 'globalement', 'à', 'la', 'description', '.', '!', '!']",10,le produit correspond globalement à la description. !!
AV0204,2026-01-18,mobile,Ordinateur NovaBook,Livraison rapide et produit conforme à mes attentes. #avis,positif,5,fr,texte normal,False,False,False,True,False,False,False,False,58,False,True,False,Livraison rapide et produit conforme à mes attentes. avis,"['Livraison', 'rapide', 'et', 'produit', 'conforme', 'à', 'mes', 'attentes', '.', 'avis']",10,livraison rapide et produit conforme à mes attentes. avis
AV0206,2026-07-04,email,Tablette TabPlus,La batterie tient vraiment bien et l'écran est superbe. 😊,positif,5,fr,texte normal,False,False,False,False,True,False,False,False,57,False,True,False,La batterie tient vraiment bien et l'écran est superbe. 😊,"['La', 'batterie', 'tient', 'vraiment', 'bien', 'et', ""l'écran"", 'est', 'superbe', '.', '😊']",11,la batterie tient vraiment bien et l'écran est superbe. 😊
AV0208,2026-05-05,réseaux_sociaux,Écouteurs AirSound,L'utilisation est assez simple. #avis,neutre,3,fr,texte normal,False,False,False,True,False,False,False,False,37,False,True,False,L'utilisation est assez simple. avis,"[""L'utilisation"", 'est', 'assez', 'simple', '.', 'avis']",6,l'utilisation est assez simple. avis
AV0210,2026-01-12,mobile,Écouteurs AirSound,"Produit parfait, rien à signaler. 😊",positif,5,fr,texte normal,False,False,False,False,True,False,False,False,35,False,True,False,"Produit parfait, rien à signaler. 😊","['Produit', 'parfait', ',', 'rien', 'à', 'signaler', '.', '😊']",8,"produit parfait, rien à signaler. 😊"
AV0211,2026-03-19,mobile,SmartPhone Y,Très  déçu  par  ce  produit.,negatif,1,fr,texte normal,False,False,False,False,False,False,False,False,29,False,True,False,Très déçu par ce produit.,"['Très', 'déçu', 'par', 'ce', 'produit', '.']",6,très déçu par ce produit.
AV0212,2026-01-02,sav,Ordinateur NovaBook,PRODUIT CORRECT POUR SON PRIX.,neutre,3,fr,texte normal,False,False,False,False,False,False,True,False,30,False,True,False,PRODUIT CORRECT POUR SON PRIX.,"['PRODUIT', 'CORRECT', 'POUR', 'SON', 'PRIX', '.']",6,produit correct pour son prix.
AV0219,2026-05-11,web,Tablette TabPlus,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,5,fr,texte normal,False,False,False,False,False,False,True,False,52,False,True,False,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,"['LIVRAISON', 'RAPIDE', 'ET', 'PRODUIT', 'CONFORME', 'À', 'MES', 'ATTENTES', '.']",9,livraison rapide et produit conforme à mes attentes.
AV0220,2026-03-02,web,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe. !!!,positif,5,fr,texte normal,False,False,False,False,False,False,False,True,59,False,True,True,La batterie tient vraiment bien et l'écran est superbe. !!,"['La', 'batterie', 'tient', 'vraiment', 'bien', 'et', ""l'écran"", 'est', 'superbe', '.', '!', '!']",12,la batterie tient vraiment bien et l'écran est superbe. !!
AV0222,2026-07-13,réseaux_sociaux,Tablette TabPlus,Qualité décevante pour ce prix. https://example.com/commande/222,negatif,2,fr,texte normal,False,True,False,False,False,False,False,True,64,True,True,False,Qualité décevante pour ce prix.,"['Qualité', 'décevante', 'pour', 'ce', 'prix', '.']",6,qualité décevante pour ce prix.
AV0225,2026-04-05,email,SmartPhone X,OK,positif,5,fr,texte normal,False,False,False,False,False,False,True,False,2,False,False,False,OK,['OK'],1,ok
AV0229,2026-07-01,sav,Écouteurs AirSound,"Produit  excellent,  je  suis  très  satisfait.",positif,5,fr,texte normal,False,False,False,False,False,False,False,False,47,False,True,False,"Produit excellent, je suis très satisfait.","['Produit', 'excellent', ',', 'je', 'suis', 'très', 'satisfait', '.']",8,"produit excellent, je suis très satisfait."
AV0235,2026-01-24,sav,Tablette TabPlus,La qualité est correcte sans être exceptionnelle.,neutre,4,fr,texte normal,False,False,False,False,False,False,False,False,49,False,True,False,La qualité est correcte sans être exceptionnelle.,"['La', 'qualité', 'est', 'correcte', 'sans', 'être', 'exceptionnelle', '.']",8,la qualité est correcte sans être exceptionnelle.
AV0242,2026-04-29,email,Écouteurs AirSound,"Mauvaise expérience, je ne recommande pas. https://example.com/commande/242",negatif,1,fr,texte normal,False,True,False,False,False,False,False,False,75,True,True,False,"Mauvaise expérience, je ne recommande pas.","['Mauvaise', 'expérience', ',', 'je', 'ne', 'recommande', 'pas', '.']",8,"mauvaise expérience, je ne recommande pas."
AV0243,2026-07-25,réseaux_sociaux,SmartPhone Y,Livraison  rapide  et  produit  conforme  à  mes  attentes.,positif,5,fr,texte normal,False,False,False,False,False,False,False,False,59,False,True,False,Livraison rapide et produit conforme à mes attentes.,"['Livraison', 'rapide', 'et', 'produit', 'conforme', 'à', 'mes', 'attentes', '.']",9,livraison rapide et produit conforme à mes attentes.
AV0244,2026-05-22,web,Ordinateur NovaBook,@client Qualité décevante pour ce prix.,negatif,1,fr,texte normal,False,False,True,False,False,False,False,False,39,False,True,False,Qualité décevante pour ce prix.,"['Qualité', 'décevante', 'pour', 'ce', 'prix', '.']",6,qualité décevante pour ce prix.
AV0249,2026-02-05,web,SmartWatch Pro,Produit correct pour son prix. !!!,neutre,4,fr,texte normal,False,False,False,False,False,False,False,True,34,False,True,True,Produit correct pour son prix. !!,"['Produit', 'correct', 'pour', 'son', 'prix', '.', '!', '!']",8,produit correct pour son prix. !!
AV0250,2026-04-25,réseaux_sociaux,SmartPhone X,"Produit reçu endommagé, je suis mécontent. https://example.com/commande/250",negatif,2,fr,texte normal,False,True,False,False,False,False,False,False,75,True,True,False,"Produit reçu endommagé, je suis mécontent.","['Produit', 'reçu', 'endommagé', ',', 'je', 'suis', 'mécontent', '.']",8,"produit reçu endommagé, je suis mécontent."
AV0251,2026-08-02,mobile,Tablette TabPlus,Le  produit  ne  fonctionne  déjà  plus.,negatif,1,fr,texte normal,False,False,False,False,False,False,False,False,40,False,True,False,Le produit ne fonctionne déjà plus.,"['Le', 'produit', 'ne', 'fonctionne', 'déjà', 'plus', '.']",7,le produit ne fonctionne déjà plus.
AV0257,2026-08-12,sav,SmartPhone X,Très déçu par ce produit. #avis,negatif,2,fr,texte normal,False,False,False,True,False,False,False,False,31,False,True,False,Très déçu par ce produit. avis,"['Très', 'déçu', 'par', 'ce', 'produit', '.', 'avis']",7,très déçu par ce produit. avis
AV0259,2026-02-04,web,SmartWatch Pro,@client Très satisfait de mon achat 👍,positif,4,fr,texte normal,False,False,True,False,True,False,False,False,37,False,True,False,Très satisfait de mon achat 👍,"['Très', 'satisfait', 'de', 'mon', 'achat', '👍']",6,très satisfait de mon achat 👍
AV0260,2026-06-11,mobile,SmartPhone Y,Excellent rapport qualité-prix. https://example.com/commande/260,positif,5,fr,texte normal,False,True,False,False,False,False,False,False,64,True,True,False,Excellent rapport qualité-prix.,"['Excellent', 'rapport', 'qualité-prix', '.']",4,excellent rapport qualité-prix.
AV0266,2026-07-06,sav,SmartPhone X,LE PRODUIT NE FONCTIONNE DÉJÀ PLUS.,negatif,2,fr,texte normal,False,False,False,False,False,False,True,False,35,False,True,False,LE PRODUIT NE FONCTIONNE DÉJÀ PLUS.,"['LE', 'PRODUIT', 'NE', 'FONCTIONNE', 'DÉJÀ', 'PLUS', '.']",7,le produit ne fonctionne déjà plus.
AV0268,2026-06-04,sav,SmartPhone Y,"Très bonne expérience, simple et efficace. https://example.com/commande/268",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,75,True,True,False,"Très bonne expérience, simple et efficace.","['Très', 'bonne', 'expérience', ',', 'simple', 'et', 'efficace', '.']",8,"très bonne expérience, simple et efficace."
AV0270,2026-06-21,sav,SmartWatch Pro,TRÈS DÉÇU PAR CE PRODUIT.,negatif,2,fr,texte normal,False,False,False,False,False,False,True,False,25,False,True,False,TRÈS DÉÇU PAR CE PRODUIT.,"['TRÈS', 'DÉÇU', 'PAR', 'CE', 'PRODUIT', '.']",6,très déçu par ce produit.
AV0280,2026-03-02,sav,SmartPhone X,"Je recommande vivement, tout fonctionne parfaitement. !!!",positif,4,fr,texte normal,False,False,False,False,False,False,False,True,57,False,True,True,"Je recommande vivement, tout fonctionne parfaitement. !!","['Je', 'recommande', 'vivement', ',', 'tout', 'fonctionne', 'parfaitement', '.', '!', '!']",10,"je recommande vivement, tout fonctionne parfaitement. !!"
AV0283,2026-04-30,réseaux_sociaux,SmartWatch Pro,"Très bon produit, la qualité est au rendez-vous. https://example.com/commande/283",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,81,True,True,False,"Très bon produit, la qualité est au rendez-vous.","['Très', 'bon', 'produit', ',', 'la', 'qualité', 'est', 'au', 'rendez-vous', '.']",10,"très bon produit, la qualité est au rendez-vous."
AV0289,2026-01-21,web,Ordinateur NovaBook,Très déçu par ce produit.,negatif,2,fr,texte normal,False,False,False,False,False,False,False,False,25,False,True,False,Très déçu par ce produit.,"['Très', 'déçu', 'par', 'ce', 'produit', '.']",6,très déçu par ce produit.
AV0292,2026-01-19,web,SmartPhone Y,"Très bonne expérience, simple et efficace. https://example.com/commande/292",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,75,True,True,False,"Très bonne expérience, simple et efficace.","['Très', 'bonne', 'expérience', ',', 'simple', 'et', 'efficace', '.']",8,"très bonne expérience, simple et efficace."
AV0295,2026-02-01,email,Écouteurs AirSound,"Je recommande vivement, tout fonctionne parfaitement. https://example.com/commande/295",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,86,True,True,False,"Je recommande vivement, tout fonctionne parfaitement.","['Je', 'recommande', 'vivement', ',', 'tout', 'fonctionne', 'parfaitement', '.']",8,"je recommande vivement, tout fonctionne parfaitement."
AV0298,2026-05-08,web,SmartPhone X,Qualité décevante pour ce prix. 😊,negatif,2,fr,texte normal,False,False,False,False,True,False,False,False,33,False,True,False,Qualité décevante pour ce prix. 😊,"['Qualité', 'décevante', 'pour', 'ce', 'prix', '.', '😊']",7,qualité décevante pour ce prix. 😊
AV0300,2026-03-15,réseaux_sociaux,SmartPhone X,Excellent rapport qualité-prix. https://example.com/commande/300,positif,5,fr,texte normal,False,True,False,False,False,False,False,False,64,True,True,False,Excellent rapport qualité-prix.,"['Excellent', 'rapport', 'qualité-prix', '.']",4,excellent rapport qualité-prix.
AV0303,2026-07-15,réseaux_sociaux,SmartWatch Pro,"Produit parfait, rien à signaler. https://example.com/commande/303",positif,5,fr,texte normal,False,True,False,False,False,False,False,False,66,True,True,False,"Produit parfait, rien à signaler.","['Produit', 'parfait', ',', 'rien', 'à', 'signaler', '.']",7,"produit parfait, rien à signaler."
AV0305,2026-07-13,mobile,SmartPhone Y,"@client Produit parfait, rien à signaler.",positif,5,fr,texte normal,False,False,True,False,False,False,False,False,41,False,True,False,"Produit parfait, rien à signaler.","['Produit', 'parfait', ',', 'rien', 'à', 'signaler', '.']",7,"produit parfait, rien à signaler."
AV0307,2026-02-08,réseaux_sociaux,Tablette TabPlus,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/307",neutre,3,fr,texte normal,False,True,False,False,False,False,False,False,87,True,True,False,"Je viens de recevoir le produit, à voir dans le temps.","['Je', 'viens', 'de', 'recevoir', 'le', 'produit', ',', 'à', 'voir', 'dans', 'le', 'temps', '.']",13,"je viens de recevoir le produit, à voir dans le temps."
AV0310,2026-07-23,web,Tablette TabPlus,Service client réactif et commande reçue rapidement. 😊,positif,4,fr,texte normal,False,False,False,False,True,False,False,False,54,False,True,False,Service client réactif et commande reçue rapidement. 😊,"['Service', 'client', 'réactif', 'et', 'commande', 'reçue', 'rapidement', '.', '😊']",9,service client réactif et commande reçue rapidement. 😊
AV0312,2026-01-09,réseaux_sociaux,Ordinateur NovaBook,La  livraison  s'est  déroulée  normalement.,neutre,3,fr,texte normal,False,False,False,False,False,False,False,False,44,False,True,False,La livraison s'est déroulée normalement.,"['La', 'livraison', ""s'est"", 'déroulée', 'normalement', '.']",6,la livraison s'est déroulée normalement.
AV0314,2026-08-12,web,Ordinateur NovaBook,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/314",neutre,3,fr,texte normal,False,True,False,False,False,False,False,False,87,True,True,False,"Je viens de recevoir le produit, à voir dans le temps.","['Je', 'viens', 'de', 'recevoir', 'le', 'produit', ',', 'à', 'voir', 'dans', 'le', 'temps', '.']",13,"je viens de recevoir le produit, à voir dans le temps."
